genres;homepage;keywords;original_title;runtime
Action Comedy Drama Thriller;not find;bomb assassin secret identity secret assault rifle;Mr. & Mrs. Smith;120.0
Adventure Science Fiction Thriller;http://www.thedivergentseries.movie/#insurgent;based on novel revolution dystopia sequel dystopic future;Insurgent;119.0
Drama;not find;ladykiller pilot biography womanizer aviation;The Aviator;170.0
Comedy;not find;journalist forbidden love princess royal court 3d;Gulliver's Travels;85.0
Action Crime Comedy;http://www.sonypictures.com/movies/thegreenhornet/;bomb martial arts assassin vandalism nightclub;The Green Hornet;119.0
Action War;http://www.300themovie.com/;based on graphic novel ancient greece duringcreditsstinger sea battle hand to hand combat;300: Rise of an Empire;102.0
Animation Family Adventure Comedy Fantasy;http://www.smurfhappens.com/;moon magic based on comic book animation good vs evil;The Smurfs;103.0
Animation Family;http://movies.disney.com/home-on-the-range;farm cow animal;Home on the Range;76.0
Adventure Science Fiction;http://www.thedivergentseries.movie/#allegiant;based on novel revolution dystopia sequel dystopic future;Allegiant;121.0
Action Science Fiction Drama;http://www.steelgetsreal.com/;father son relationship fight sport robot prizefighting;Real Steel;127.0
Fantasy Family Comedy Animation;http://smurfhappens.com;based on cartoon animation smurf;The Smurfs 2;105.0
Action Adventure Thriller;not find;boat cruise computer disaster diamond;Speed 2: Cruise Control;121.0
Science Fiction Action Adventure;http://www.if-sentinel.com/;based on novel intolerance chosen one child prodigy futuristic;Ender's Game;114.0
Action Thriller;not find;usa washington d.c. helicopter hostage fbi;Live Free or Die Hard;128.0
Adventure Fantasy Action;http://www.lordoftherings.net/;elves dwarves orcs middle-earth (tolkien) hobbit;The Lord of the Rings: The Fellowship of the Ring;178.0
Action Adventure Comedy;not find;paris london england new york jules verne san francisco;Around the World in 80 Days;120.0
Comedy Fantasy Family;not find;cat brother sister relationship boredom chaos step father;The Cat in the Hat;82.0
Action Science Fiction;not find;suicide artificial intelligence man vs machine chicago based on novel;I, Robot;115.0
Drama Action Adventure History War;http://www.kingdomofheavendvd.com/;crusade epic knight swordsman order of the templars;Kingdom of Heaven;144.0
Animation Fantasy Family Comedy;not find;brother brother relationship based on novel cat mouse adoption;Stuart Little;84.0
Romance Family Animation Music;http://disney.go.com/disneypictures/princessandthefrog/;based on novel voodoo kiss princess animation;The Princess and the Frog;97.0
Drama Adventure Science Fiction;http://www.foxmovies.com/movies/the-martian;based on novel mars nasa isolation botanist;The Martian;141.0
Action Thriller Science Fiction Adventure;http://www.theisland-themovie.com/;clone transplantation love of one's life dystopia genetics;The Island;136.0
Comedy Romance;not find;architect cellist friends anniversary;Town & Country;104.0
Action Crime Thriller;not find;brother brother relationship detective car race car thief blackmail;Gone in Sixty Seconds;118.0
Action Drama Adventure;not find;rome gladiator arena senate roman empire;Gladiator;155.0
Action Thriller Science Fiction Mystery;not find;self-fulfilling prophecy washington d.c. evidence future hologram;Minority Report;145.0
Adventure Fantasy Family;not find;flying car witch magic cutting the cord child hero;Harry Potter and the Chamber of Secrets;161.0
Adventure Action Thriller;http://www.mgm.com/#/our-titles/233/Casino-Royale-(2006);italy poker casino terrorist banker;Casino Royale;144.0
Thriller Science Fiction Action Adventure;not find;gorilla space marine space suit revolution chimp;Planet of the Apes;119.0
Action Thriller Science Fiction;not find;cyborg shotgun post-apocalyptic dystopia moral ambiguity;Terminator 2: Judgment Day;137.0
History Crime Drama;http://www.publicenemies.net/;cinema hiding place machinegun prison guard escape from prison;Public Enemies;140.0
Drama Crime;http://www.americangangster.net/;underdog black people drug traffic drug smuggle society;American Gangster;157.0
Action Thriller;not find;spy terrorist florida gun kidnapping;True Lies;141.0
Thriller Drama Crime;http://www.sonypictures.com/movies/thetakingofpelham123/;hostage new york city new york subway subway train stock market;The Taking of Pelham 1 2 3;106.0
Comedy Romance;http://www.littlefockers.net/;nurse cat father-in-law vomit kids and family;Little Fockers;98.0
Action Comedy Crime;http://www.theotherguys-movie.com/;narration ceo fire truck shot in the shoulder zip line;The Other Guys;107.0
Action Drama Mystery Thriller;http://www.warnerbros.com/eraser;suicide ambush showdown hostage traitor;Eraser;115.0
Drama Western;http://unchainedmovie.com/;bounty hunter hero plantation society friendship;Django Unchained;165.0
Drama Animation Family;not find;paris based on novel judge obsession dance;The Hunchback of Notre Dame;91.0
Adventure Animation Comedy Family Fantasy;not find;central and south america birthday emperor palace kingdom;The Emperor's New Groove;78.0
Action Adventure Thriller;http://theexpendables2film.com/;airplane number in title airplane crash violence beard;The Expendables 2;103.0
Adventure Action Thriller Mystery;not find;riddle treasure treasure hunt archaeologist archeology\u00a0;National Treasure;131.0
Fantasy Action Adventure Family;http://www.eragonmovie.com/;based on novel mythical creature dragon fantasy world teenage hero;Eragon;104.0
Family Fantasy;http://wherethewildthingsare.warnerbros.com/;children's book igloo wolf costume swallowed whole hit with a rock;Where the Wild Things Are;101.0
Animation Adventure Family Fantasy;not find;fantasy miniature people;Epic;102.0
Action Thriller Romance;http://thetourist-movie.com/;paris hotel false identity undercover agent romance;The Tourist;103.0
Action Fantasy Horror Mystery;http://www.end-of-days.com/;christianity sex new year's eve pastor nudity;End of Days;121.0
Drama Thriller Action;not find;rebel journalist journalism loss of family slavery;Blood Diamond;143.0
Crime Drama Comedy;http://www.thewolfofwallstreet.com/;corruption sex sexuality bank humor;The Wolf of Wall Street;180.0
Adventure Action Thriller Science Fiction;not find;moon asteroid space marine intelligence buenos aires;Starship Troopers;129.0
Drama Science Fiction;http://cloudatlas.warnerbros.com/;clone future dystopia ensemble cast duringcreditsstinger;Cloud Atlas;172.0
Animation Adventure Family Fantasy;http://legendoftheguardians.warnerbros.com/;owl;Legend of the Guardians: The Owls of Ga'Hoole;97.0
Action Crime;not find;white russian sex dc comics beauty sexism;Catwoman;104.0
Action Adventure;not find;mercenary battle ancient greece hercules warrior;Hercules;99.0
Adventure Animation Family Fantasy Science Fiction;not find;cyborg based on novel space marine mutiny loss of father;Treasure Planet;95.0
Adventure Comedy Science Fiction;not find;alien life-form dinosaur primate duringcreditsstinger;Land of the Lost;102.0
Action Adventure Thriller;http://theexpendables3film.com/;cia arms dealer sequel rescue mission hospital;The Expendables 3;127.0
Action Crime Thriller;https://www.facebook.com/PointBreakMovie;undercover undercover agent extreme sports fbi agent 3d;Point Break;114.0
Fantasy Comedy Family Adventure;not find;baby mask viking;Son of the Mask;94.0
Thriller Drama Adventure Action History;http://www.intheheartoftheseamovie.com/;suicide ocean sea hunger shipwreck;In the Heart of the Sea;122.0
Action Comedy Science Fiction;not find;moon casino bar nightclub future;The Adventures of Pluto Nash;95.0
War Action Adventure Drama Thriller;http://www.greenzonemovie.com/;weapon of mass destruction baghdad iraqi\u00a0;Green Zone;115.0
Animation;http://www.peanutsmovie.com/;based on comic strip family 3d charlie brown snoopy;The Peanuts Movie;88.0
Crime Drama Mystery Thriller;not find;dialogue confidence invention independent film;The Spanish Prisoner;110.0
Adventure Action Fantasy;not find;son ancient egypt bracelet;The Mummy Returns;130.0
Drama History Crime;http://video.movies.go.com/gangsofnewyork/;fire irish-american immigrant gang war pickpocket;Gangs of New York;167.0
Animation Comedy Family;http://www.sonypictures.com/homevideo/surfsup/;sea world cup surfer wave surfboard;Surf's Up;85.0
Action Comedy Science Fiction;not find;android housewife transformation;The Stepford Wives;93.0
Action History War;not find;prisoners of war wound somalia warlord famine;Black Hawk Down;144.0
Comedy;not find;politics politician election campaign \u00a0north carolinam congressman;The Campaign;85.0
Adventure Fantasy Action Thriller Science Fiction;not find;clone taxi cyborg egypt future;The Fifth Element;126.0
Adventure Animation Comedy Family;not find;gold horse sword fight;The Road to El Dorado;89.0
Animation Comedy Adventure Family;http://www.iceagemovies.com/films/ice-age-continental-drift;blue footed booby prehistoric times melting ice badger elephant seal;Ice Age: Continental Drift;88.0
Romance Fantasy Family Drama;http://movies.disney.com/cinderella;cinderella magic prince fairy tale kingdom;Cinderella;105.0
Fantasy Drama;http://www.lovelybones.com;rape 1970s evidence tree afterlife;The Lovely Bones;136.0
Animation Family;http://movies.disney.com/finding-nemo;father son relationship harbor underwater fish tank great barrier reef;Finding Nemo;100.0
Adventure Fantasy Action;http://www.lordoftherings.net;elves orcs middle-earth (tolkien) based on novel suspicion;The Lord of the Rings: The Return of the King;201.0
Adventure Fantasy Action;http://www.lordoftherings.net/;elves orcs middle-earth (tolkien) hobbit based on novel;The Lord of the Rings: The Two Towers;179.0
Adventure Fantasy;http://www.seventhsonmovie.com/;magic chosen one dark fantasy witch hunter evil witch;Seventh Son;102.0
Adventure Fantasy Action Thriller;not find;treasure buddhist monk planetary configuration angkor wat illuminati;Lara Croft: Tomb Raider;100.0
Thriller Science Fiction Drama Mystery;not find;artificial intelligence technology nanotechnology computer virus super computer;Transcendence;119.0
Adventure Action Thriller Science Fiction;not find;exotic island dna paleontology tyrannosaurus rex velociraptor;Jurassic Park III;92.0
Thriller Action Drama Science Fiction;http://www.apeswillrise.com/;intelligence zoo cage dystopia golden gate bridge;Rise of the Planet of the Apes;105.0
Adventure Family Fantasy;not find;brother sister relationship family relationships single mother alternate reality mother child relationship;The Spiderwick Chronicles;95.0
Action Thriller;http://www.diehardmovie.com/;bomb cia russia escape courthouse;A Good Day to Die Hard;98.0
Western History War;not find;texas officer uprising alamo mexican;The Alamo;137.0
Action Adventure Animation Family;http://disney.go.com/disneyvideos/animatedfilms/incredibles/main.html;secret identity secret hero island wretch;The Incredibles;115.0
Action Adventure;not find;exotic island treasure map ship scalp;Cutthroat Island;119.0
Adventure Fantasy Family;not find;monster greek mythology god poseidon \u00a0 lightning bolt;Percy Jackson & the Olympians: The Lightning Thief;118.0
Action Adventure Comedy Science Fiction;http://www.sonypictures.com/homevideo/meninblack/;secret identity sun glasses undercover space marine illegal immigration;Men in Black;98.0
Animation Comedy Family;http://toystory.disney.com/toy-story-2;museum prosecution identity crisis airplane flea market;Toy Story 2;92.0
Action Thriller;not find;runaway train;Unstoppable;98.0
Action Comedy Crime Thriller;not find;duringcreditsstinger;Rush Hour 2;90.0
Drama Horror Mystery Thriller;not find;secret haunted house ouija board haunting missing girl;What Lies Beneath;130.0
Animation Comedy Family;http://www.cloudywithachanceofmeatballs.com/;weather food science;Cloudy with a Chance of Meatballs;90.0
Animation Comedy Family Adventure;http://www.iceagemovies.com/films/ice-age-dawn-of-the-dinosaurs;ice age bridge insanity jungle dinosaur;Ice Age: Dawn of the Dinosaurs;94.0
Adventure Comedy Drama Fantasy;not find;himalaya photographer magazine iceland daydream;The Secret Life of Walter Mitty;114.0
Action Adventure Comedy Crime Thriller;not find;martial arts female friendship millionaire agent;Charlie's Angels;98.0
Drama Thriller Crime;http://thedeparted.warnerbros.com/;undercover boston police friends mafia;The Departed;151.0
Animation Family Adventure;not find;homeland musical training daughter cricket;Mulan;88.0
Action Comedy;http://www.tropicthunder.com/;film making satire jungle movie star southeast asia;Tropic Thunder;107.0
