name;overview;number_of_episodes;number_of_seasons;poster_path;genres
Human Giant;Human Giant is a sketch comedy show on MTV, starring writer/performers Aziz Ansari, Rob Huebel, Paul Scheer and directed primarily by Jason Woliner.\n\nThe show ran for two seasons. In interviews, the group has mentioned that they were offered a third season by MTV but were unable to complete it due to Ansari's commitments to the hit NBC show Parks and Recreation. However, the group has stated that MTV has left the door open for the group to complete a third season at a later date or to produce a special for the network. In 2010, Ansari, Huebel and Scheer reunited to do a skit for the 2010 MTV Movie Awards.\n\nIn November 2008, The Hollywood Reporter noted the group is currently developing a feature film with Red Hour Productions, the production company run by Ben Stiller and producer Stuart Cornfeld.;14;2;/vEuSf6Ur9EobO1i2vW5VJJJHQyr.jpg;Comedy 
The Lair;The Lair is an American gay-themed vampire television series produced by here! in 2007. The first season, consisting of six episodes, wrapped production in January of that year. The first two episodes premiered on June 1, 2007. Season 2, consisting of 9 episodes debuted on September 5, 2008. A third season of 13 episodes was announced in September 2008 and Colton Ford confirmed that filming took place in October and November 2008. Season 3 premiered September 4, 2009. All three seasons also currently air online at Gay.com.;28;3;/dTCIB5kfrvQRmFhSWZPYGRoKaaP.jpg;Mystery Drama
Cashmere Mafia;"Four ambitious and sexy women, who've been best friends since business school, try to balance their glamorous and demanding careers with their complex personal lives in the city that never sleeps. They've created their own ""boys club"" to protect each other and discuss their ups and downs as they try to have it all. What good is it to break the glass ceiling without girlfriends to share in your success?";7;1;/s0XnXWg8p0p4my2VJg0XnUz1ml1.jpg;Drama Comedy
The Wedding Bells;The Wedding Bells is an American television comedy-drama that ran on Fox from March 7 to April 6, 2007. The series was greenlighted after the network became interested in a series centered on wedding planners. The network approached David E. Kelley to create the show, and he essentially remade a rejected pilot he created for ABC in 2004 entitled DeMarco Affairs which starred Selma Blair, Lindsay Sloane and Sabrina Lloyd as three sisters who inherit a wedding planner service. Though the show had a moderately strong premiere, it faded in the ratings and was cancelled after seven episodes had been produced and five episodes were aired.;7;1;/6VeyB2cT9Uv7zHZsNIhG5PYCSeT.jpg;Drama Comedy
Damages;Damages is an American legal thriller television series created by the writing and production trio of Daniel Zelman and brothers Glenn and Todd A. Kessler. The plot revolves around the brilliant, ruthless lawyer Patty Hewes and her protégée, recent law school graduate Ellen Parsons. Each season features a major case that Hewes and her firm take on, while also examining a chapter of the complicated relationship between Ellen and Patty. The first two seasons center around the law firm Hewes & Associates. Later seasons center more on Patty and Ellen's relationship as Ellen begins to distance herself from Hewes & Associates and begins an independent career.;59;5;/bowEbW8Q3Oc02BvHBKTL5gWv9Nx.jpg;Mystery Drama Crime 
Giada's Weekend Getaways;Giada De Laurentiis hits the road to experience culinary destinations that are perfect for three-day weekend getaways. From Jackson Hole to Miami, Giada shares insider information on local hot spots and tips for traveling smart.;26;2;/1R6DbAVIn98WDcvOdgQZVn2Xtnf.jpg;Reality 
Pecados Ajenos;Pecados Ajenos is a Spanish-language telenovela written by Eric Vonn and produced by the United States-based television network Telemundo. This limited-run series was shot in Florida by Telemundo Studios, Miami. It is also known as A Chance to Love\n\nPecados Ajenos replaced Amor Mio in Telemundo's 10 p.m. time slot on October 8, 2007. Lorena Rojas and Mauricio Islas were paired together for the first time in this saga of love, marriage, betrayal, parenthood, friendship and passion.\n\nShow was launched for example in Poland on Puls TV and in Romania on Acasa TV. In Georgia, channel Rustavi 2 broadcast the novel.\n\nVonn penned this urban melodrama set in West Palm Beach and Pompano Beach. It features star-crossed lovers who fall in love at the worst possible moment. The show dealt with topics such as homosexuality and homophobia in Hispanic culture, date rape and marital rape, drug addiction and alcoholism, domestic violence, prostitution, abortion, incest, the dangers of religious fanaticism, illegal immigration, mental disorders like schizophrenia and multiple personality disorder, animal cruelty, and the corruption and abuse in women's prisons.\n\nAs with most of its telenovelas, the network broadcast English subtitles as closed captions on CC3. Many scenes were shot on location in Virginia Key.;1;1;/zKHDw8rTbddMZj2K3vBtUP04B6k.jpg;Soap 
Lipstick Jungle;Lipstick Jungle is an American comedy-drama television series created by DeAnn Heline and Eileen Heisler for NBC Universal Television Studio. The hour-long series was based on the best-selling novel of the same name by Candace Bushnell, who also served as executive producer alongside showrunner/head writer Oliver Goldstick. The pilot was directed by Gary Winick.;20;2;/75WJq16w7BYh1uIIsoP8ad2Zk2G.jpg;Drama Comedy
Cane;The lives and internal power struggles of a powerful and wealthy Cuban-American family running an immensely successful rum and sugar cane business in South Florida.;13;1;/cGXWKdtnslRMPctXp3GR3m1Kewi.jpg;Drama 
Tak and the Power of Juju;Tak and the Power of Juju is an all CGI-based animated series that premiered on Nickelodeon on August 31, 2007 and on Nicktoons on September 1, 2007. It has been showing on Nicktoons in the United Kingdom since 5 July 2008. Based on the video game of the same name, the show consists of two eleven minute stories per half hour episode. It is Nickelodeon's first all-CGI series and the company's 30th Nicktoons. The series was produced by Nick Jennings and directed, among others, by Mark Risley, Jim Schumann, and Heiko Drengenberg. The show struggled to gain an audience, received many negative reviews and ended up being cancelled in November 2008 after only 26 episodes.;49;1;/hnrB9flPVeV9BuZknPXGhPhdSi3.jpg;Animation Comedy Action & Adventure 
Army Wives;Army Wives is an American drama series that follows the lives of four army wives, one army husband, and their families.;117;7;/vt7bjSJcGBLSfov73CMdxFY31ym.jpg;Drama 
The Company;The Company tells the thrilling story of Cold War CIA agents imprisoned in double lives, fighting an amoral, elusive, formidable enemy – and each other – in an internecine battle within the Company itself.;3;1;/rxBchxWLVuqjG4kk1IhDAUMghr9.jpg;Action & Adventure Drama
iCarly;Watch Carly, Sam, and Freddie, as they try to balance their everyday 8th grade lives with their newfound fame managing and starring in the most awesome show on the web.;107;6;/kP8Z51s9D8tiGnoRbL88db0e2jv.jpg;Comedy Family Kids 
Monster Buster Club;Monster Buster Club is a television series by Marathon Production and Image Entertainment Corporation. The show debuted on June 2, 2008 on Jetix in Europe, June 9, 2008 in the United States and in Asia on May 3, 2008. This show is about three twelve-year-olds, helped by an alien girl named Cathy, who are all charged with saving their town from alien invasions. With her grandfather, they reform a secret organization that was founded centuries ago called the Monster Buster Club, often abbreviated to MBC. The goal of the MBC is to locate alien criminals seeking refuge in Single Town, capture them, and send them to galactic authorities.;53;2;/cf9Q6tPvJOtYSukoAXN5XhAu09M.jpg;Animation Comedy
Weapon Masters;Weapon Masters is a television show that premiered on the Discovery Channel on December 31, 2007. It is currently airing on the Military Channel.\n\nHosts Chad Houseknecht, an inventor, and Mike Loades, a weapons historian, choose a different historical weapon each week. While Loades explores its history—often traveling to the country from which it comes to interview modern practitioners—Houseknecht attempts to improve on it using modern technology. At the end of each episode a challenge test of the new version is held.;10;1;/GCwvTf2U9j1iQZFtq5VhkFU56B.jpg;Documentary 
Wipeout;Human cannonballs! Human pinballs! Crashes, smashes and mud splashes! Twenty-four thrill-seekers will compete in the world's largest extreme obstacle course designed to provide the most spills, face plants and wipeouts ever seen on television.;130;7;/7K1IU6sf0w7TYqL8ao8dnEreQOB.jpg;Reality 
Jake and Amir;"Jake and Amir is an American comedy web series created by and starring CollegeHumor writers Jake Hurwitz and Amir Blumenfeld, and set in New York City. The two play humorous versions of themselves: Jake is usually depicted as a sensible ""regular guy"", and Amir as his annoying, obsessive and odd co-worker, the pair acting as a comic double act.";681;1;/5RsRMSMlw9rOQkYzju5gqAaWiMy.jpg;Comedy 
Back to You;Back to You is an American situation comedy series, which aired on Fox from September 19, 2007 to May 14, 2008. The creators and executive producers were Christopher Lloyd and Steven Levitan, and the director was James Burrows. The series starred Kelsey Grammer and Patricia Heaton as squabbling anchors of a news program.;17;1;/csGDLzcZA9XsmzSzfFMUzjOeSdQ.jpg;Comedy 
Pink Panther and Pals;A teenage version of the iconic character shares adventures with old friends and some new cartoon pals.;26;1;/t1Ei15IlJtjgjWhk8zX4OtkYTsB.jpg;Animation Comedy Kids 
The Bronx Is Burning;The Bronx Is Burning is a television drama that debuted on ESPN on July 9, 2007, after the 2007 MLB Home Run Derby. It is an eight-episode mini-series adapted from Jonathan Mahler's best-selling book, Ladies and Gentlemen, The Bronx Is Burning. The book focuses on baseball's triumph over the turmoil and hysteria of 1977 New York City and how the New York Yankees came to embody the hopes and fears of an unforgettable summer with Billy Martin and Reggie Jackson's warfare under George Steinbrenner's leadership.\n\nThe show stars Daniel Sunjata, Oliver Platt, and John Turturro. The 2007 debut of the series marks the 30th anniversary of the 1977 World Series win for the Yankees, the first under Steinbrenner.;8;1;/dSHnNmmRVpcMBQ0DbWGErAvQ5SL.jpg;Drama 
Are You Smarter Than a 5th Grader?;Are You Smarter Than a 5th Grader? is a television game show format based on posing grade-school level questions to adults, hosted by Jeff Foxworthy. This television show began broadcast on the Fox Broadcasting Company network as a special in the United States and Canada on February 27, 2007, and it grew to be popular enough that a half-hour-long syndicated TV series was developed by the owners.;1;4;/o3U8s2Ersix6pCpfXkyhTqvPsgg.jpg;Family Kids
World of Quest;World of Quest is a Canadian animated series based on the graphic novel story by Jason Kruse published by Komikwerks.;52;2;/z0AuTmQPaPQDWML9wmtMqCRIIeL.jpg;Sci-Fi & Fantasy Animation
Pushing Daisies;A pie-maker, with the power to bring dead people back to life, solves murder mysteries with his alive-again childhood sweetheart, a cynical private investigator, and a lovesick waitress.;22;2;/oSRO8cGvve0pggPK9gHGItfl4j5.jpg;Comedy Drama Sci-Fi & Fantasy Crime
The Secret Life of the American Teenager;Amy and her friends at Grant High learn to define themselves while they navigate the perilous waters of contemporary adolescence. Between their love triangles, secrets, drama, accusations, gossip, confusion, and scandalous rumors, there's never a dull moment.;121;5;/k2XTj9D0tzca3dSgvVojU9xk8F5.jpg;Drama Comedy
